name,locations
kyogre,cave-of-origin-b4f
kyogre,marine-cave-area
kyogre,embedded-tower-kyogre-room
kyogre,ultra-space-wilds-waterfall
kyogre,ultra-space-ultra-space-wilds-water
groudon,cave-of-origin-b4f
groudon,terra-cave-area
groudon,embedded-tower-groundon-room
groudon,ultra-space-wilds-cave
groudon,ultra-space-ultra-space-wilds-cave
rayquaza,sky-pillar-apex
rayquaza,embedded-tower-rayquaza-room
rayquaza,ultra-space-wilds-cliff
rayquaza,ultra-space-ultra-space-wilds-cliff
deoxys-normal,sky-pillar-apex
deoxys-normal,birth-island-area
turtwig,lake-verity-before-galactic-intervention
turtwig,sinnoh-route-201-area
turtwig,hoenn-route-101-area
grotle,ulaula-meadow-area
ninetales,abundant-shrine-area
chimchar,lake-verity-before-galactic-intervention
chimchar,sinnoh-route-201-area
chimchar,hoenn-route-101-area
monferno,alola-route-11-area
piplup,lake-verity-before-galactic-intervention
piplup,sinnoh-route-201-area
piplup,hoenn-route-101-area
prinplup,alola-route-16-main
starly,great-marsh-area-1
starly,great-marsh-area-2
starly,great-marsh-area-3
starly,great-marsh-area-4
starly,great-marsh-area-5
starly,great-marsh-area-6
starly,lake-verity-before-galactic-intervention
starly,lake-verity-after-galactic-intervention
starly,sinnoh-route-201-area
starly,sinnoh-route-202-area
starly,sinnoh-route-203-area
starly,sinnoh-route-204-south-towards-jubilife-city
starly,sinnoh-route-204-north-towards-floaroma-town
starly,sinnoh-route-209-area
starly,sinnoh-route-212-north-towards-hearthome-city
staravia,sendoff-spring-area
staravia,trophy-garden-area
staravia,lake-verity-before-galactic-intervention
staravia,lake-verity-after-galactic-intervention
staravia,lake-valor-area
staravia,valor-lakefront-area
staravia,sinnoh-route-209-area
staravia,sinnoh-route-210-south-towards-solaceon-town
staravia,sinnoh-route-212-north-towards-hearthome-city
staravia,sinnoh-route-215-area
staravia,kalos-route-11-area
staravia,alola-route-10-area
bidoof,valley-windworks-area
bidoof,eterna-forest-area
bidoof,great-marsh-area-1
bidoof,great-marsh-area-2
bidoof,great-marsh-area-3
bidoof,great-marsh-area-4
bidoof,great-marsh-area-5
bidoof,great-marsh-area-6
bidoof,lake-verity-before-galactic-intervention
bidoof,lake-verity-after-galactic-intervention
bidoof,sinnoh-route-201-area
bidoof,sinnoh-route-202-area
bidoof,sinnoh-route-203-area
bidoof,sinnoh-route-204-south-towards-jubilife-city
bidoof,sinnoh-route-204-north-towards-floaroma-town
bidoof,sinnoh-route-205-south-towards-floaroma-town
bidoof,sinnoh-route-205-east-towards-eterna-city
bidoof,sinnoh-route-208-area
bidoof,sinnoh-route-211-west-towards-eterna-city
bidoof,johto-route-30-area
bidoof,johto-route-31-area
bidoof,johto-route-32-area
bidoof,ruins-of-alph-outside
bidoof,johto-route-34-area
bidoof,johto-route-35-area
bidoof,johto-route-42-area
bidoof,johto-route-43-area
bidoof,johto-route-44-area
bidoof,johto-route-45-area
bidoof,johto-route-47-area
bidoof,mt-silver-outside
bidoof,unknown-all-rattata-area
bidoof,kanto-route-26-area
bidoof,kanto-route-27-area
bidoof,kanto-route-28-area
bidoof,kanto-route-4-area
bidoof,kanto-route-6-area
bidoof,kanto-route-9-area
bidoof,kanto-route-10-area
bidoof,kanto-route-13-area
bidoof,kanto-sea-route-21-area
bidoof,kanto-route-22-area
bidoof,kanto-route-24-area
bidoof,kanto-route-25-area
bidoof,kalos-route-3-area
bidoof,kalos-route-22-area
jigglypuff,johto-route-34-area
jigglypuff,johto-route-35-area
jigglypuff,johto-route-46-area
jigglypuff,kanto-route-3-area
jigglypuff,kanto-route-4-area
jigglypuff,kanto-route-5-area
jigglypuff,kanto-route-6-area
jigglypuff,kanto-route-7-area
jigglypuff,kanto-route-8-area
jigglypuff,hoenn-route-115-area
jigglypuff,dreamyard-area
jigglypuff,dreamyard-b1f
jigglypuff,unova-route-1-area
jigglypuff,unova-route-2-area
jigglypuff,unova-route-14-area
jigglypuff,kalos-route-20-area
jigglypuff,pokemon-village-area
jigglypuff,johto-safari-zone-zone-meadow
jigglypuff,johto-safari-zone-zone-swamp
jigglypuff,alola-route-4-area
jigglypuff,alola-route-6-north
jigglypuff,alola-route-6-south
bibarel,great-marsh-area-1
bibarel,great-marsh-area-2
bibarel,great-marsh-area-3
bibarel,great-marsh-area-4
bibarel,great-marsh-area-5
bibarel,great-marsh-area-6
bibarel,sendoff-spring-area
bibarel,lake-verity-before-galactic-intervention
bibarel,lake-verity-after-galactic-intervention
bibarel,lake-valor-area
bibarel,lake-acuity-area
bibarel,valor-lakefront-area
bibarel,sinnoh-route-208-area
bibarel,sinnoh-route-209-area
bibarel,sinnoh-route-210-west-towards-celestic-town
bibarel,sinnoh-route-212-east-towards-pastoria-city
bibarel,village-bridge-area
bibarel,kalos-route-22-area
kricketot,eterna-forest-area
kricketot,sinnoh-route-201-area
kricketot,sinnoh-route-202-area
kricketot,sinnoh-route-203-area
kricketot,sinnoh-route-204-south-towards-jubilife-city
kricketot,sinnoh-route-204-north-towards-floaroma-town
kricketot,sinnoh-route-205-east-towards-eterna-city
kricketot,sinnoh-route-206-area
kricketot,sinnoh-route-207-area
kricketot,viridian-forest-area
kricketune,trophy-garden-area
kricketune,valor-lakefront-area
kricketune,sinnoh-route-206-area
kricketune,sinnoh-route-210-south-towards-solaceon-town
kricketune,sinnoh-route-212-north-towards-hearthome-city
kricketune,sinnoh-route-212-east-towards-pastoria-city
kricketune,sinnoh-route-214-area
kricketune,sinnoh-route-215-area
kricketune,dreamyard-area
kricketune,dreamyard-b1f
shinx,valley-windworks-area
shinx,fuego-ironworks-area
shinx,sinnoh-route-202-area
shinx,sinnoh-route-203-area
shinx,sinnoh-route-204-south-towards-jubilife-city
shinx,sinnoh-route-204-north-towards-floaroma-town
shinx,johto-route-29-area
shinx,johto-route-33-area
shinx,national-park-area
shinx,johto-route-36-area
shinx,johto-route-37-area
shinx,johto-route-38-area
shinx,johto-route-39-area
shinx,johto-route-46-area
shinx,johto-route-48-area
shinx,kanto-route-1-area
shinx,kanto-route-2-south-towards-viridian-city
shinx,kanto-route-3-area
shinx,kanto-route-5-area
shinx,kanto-route-7-area
shinx,kanto-route-8-area
shinx,kanto-route-11-area
shinx,kanto-route-14-area
shinx,kanto-route-15-area
shinx,kanto-route-16-area
shinx,kanto-route-17-area
shinx,kanto-route-18-area
shinx,kanto-route-2-north-towards-pewter-city
luxio,fuego-ironworks-area
luxio,sinnoh-route-222-area
luxio,alola-route-8-main
budew,eterna-forest-area
budew,great-marsh-area-1
budew,great-marsh-area-2
budew,great-marsh-area-3
budew,great-marsh-area-4
budew,great-marsh-area-5
budew,great-marsh-area-6
budew,sinnoh-route-204-south-towards-jubilife-city
budew,sinnoh-route-204-north-towards-floaroma-town
budew,sinnoh-route-205-east-towards-eterna-city
budew,sinnoh-route-208-area
budew,sinnoh-route-212-north-towards-hearthome-city
budew,ilex-forest-area
budew,viridian-forest-area
budew,kalos-route-4-area
roserade,unova-route-12-area
roserade,lostlorn-forest-area
roserade,unova-victory-road-2-unknown-area-72
cranidos,alola-route-8-fossil-restoration-center
wigglytuff,cerulean-cave-2f
wigglytuff,dreamyard-area
wigglytuff,unova-route-1-area
wigglytuff,unova-route-2-area
wigglytuff,unova-route-14-area
shieldon,alola-route-8-fossil-restoration-center
burmy-plant,kalos-route-3-area
combee,unova-route-12-area
combee,lostlorn-forest-area
combee,kalos-route-4-area
vespiquen,unova-route-12-area
vespiquen,lostlorn-forest-area
pachirisu,valley-windworks-area
pachirisu,fuego-ironworks-area
pachirisu,sinnoh-route-205-south-towards-floaroma-town
pachirisu,sinnoh-route-205-east-towards-eterna-city
pachirisu,kalos-route-12-area
buizel,valley-windworks-area
buizel,sinnoh-route-205-south-towards-floaroma-town
buizel,sinnoh-route-205-east-towards-eterna-city
buizel,sinnoh-route-212-east-towards-pastoria-city
buizel,sinnoh-route-213-area
buizel,sinnoh-route-224-area
buizel,johto-route-30-area
buizel,johto-route-31-area
buizel,johto-route-32-area
buizel,ruins-of-alph-outside
buizel,johto-route-34-area
buizel,johto-route-35-area
buizel,johto-route-42-area
buizel,johto-route-43-area
buizel,johto-route-44-area
buizel,johto-route-45-area
buizel,johto-route-47-area
buizel,mt-silver-outside
buizel,kanto-route-26-area
buizel,kanto-route-27-area
buizel,kanto-route-28-area
buizel,kanto-route-4-area
buizel,kanto-route-6-area
buizel,kanto-route-9-area
buizel,kanto-route-10-area
buizel,kanto-route-13-area
buizel,kanto-sea-route-21-area
buizel,kanto-route-22-area
buizel,kanto-route-24-area
buizel,kanto-route-25-area
buizel,unova-route-11-area
buizel,unova-route-14-area
buizel,lostlorn-forest-area
buizel,unova-victory-road-2-unknown-area-73
buizel,unova-victory-road-2-unknown-area-79
buizel,nature-sanctuary-area
buizel,unova-route-23-area
floatzel,fuego-ironworks-area
floatzel,sinnoh-victory-road-b1f
floatzel,sinnoh-victory-road-inside-b1f
floatzel,sinnoh-victory-road-inside
floatzel,sinnoh-victory-road-inside-exit
floatzel,sinnoh-route-213-area
floatzel,sinnoh-route-218-area
floatzel,sinnoh-route-221-area
floatzel,sinnoh-route-222-area
floatzel,sinnoh-route-224-area
floatzel,sinnoh-sea-route-230-area
floatzel,unova-route-11-area
floatzel,unova-route-14-area
floatzel,lostlorn-forest-area
floatzel,unova-victory-road-2-unknown-area-73
floatzel,unova-victory-road-2-unknown-area-79
floatzel,nature-sanctuary-area
floatzel,unova-route-23-area
floatzel,couriway-town-area
floatzel,kalos-route-15-area
floatzel,kalos-route-16-area
floatzel,kalos-route-21-area
floatzel,frost-cavern-unknown-area-313
floatzel,frost-cavern-unknown-area-315
floatzel,kalos-victory-road-unknown-area-322
floatzel,kalos-victory-road-unknown-area-327
floatzel,kalos-victory-road-unknown-area-328
floatzel,ultra-space-wilds-waterfall
zubat,oreburgh-mine-1f
zubat,oreburgh-mine-b1f
zubat,mt-coronet-1f-route-207
zubat,mt-coronet-4f
zubat,mt-coronet-1f-route-211
zubat,mt-coronet-b1f
zubat,ravaged-path-area
zubat,oreburgh-gate-1f
zubat,oreburgh-gate-b1f
zubat,wayward-cave-1f
zubat,wayward-cave-b1f
zubat,iron-island-1f
zubat,acuity-lakefront-area
zubat,sinnoh-route-203-area
zubat,sinnoh-route-204-south-towards-jubilife-city
zubat,sinnoh-route-204-north-towards-floaroma-town
zubat,sinnoh-route-206-area
zubat,sinnoh-route-207-area
zubat,sinnoh-route-208-area
zubat,sinnoh-route-209-area
zubat,lost-tower-1f
zubat,lost-tower-2f
zubat,lost-tower-3f
zubat,lost-tower-4f
zubat,lost-tower-5f
zubat,sinnoh-route-211-west-towards-eterna-city
zubat,sinnoh-route-211-east-towards-celestic-town
zubat,sinnoh-route-214-area
zubat,sinnoh-route-216-area
zubat,sinnoh-route-217-area
zubat,johto-route-30-area
zubat,johto-route-31-area
zubat,johto-route-32-area
zubat,union-cave-1f
zubat,union-cave-b1f
zubat,union-cave-b2f
zubat,johto-route-33-area
zubat,slowpoke-well-1f
zubat,slowpoke-well-b1f
zubat,ilex-forest-area
zubat,burned-tower-1f
zubat,burned-tower-b1f
zubat,whirl-islands-1f
zubat,whirl-islands-b1f
zubat,whirl-islands-b2f
zubat,whirl-islands-b3f
zubat,johto-route-42-area
zubat,mt-mortar-1f
zubat,mt-mortar-lower-cave
zubat,mt-mortar-b1f
zubat,ice-path-1f
zubat,ice-path-b1f
zubat,ice-path-b2f
zubat,ice-path-b3f
zubat,dark-cave-violet-city-entrance
zubat,dark-cave-blackthorn-city-entrance
zubat,seafoam-islands-1f
zubat,seafoam-islands-b1f
zubat,seafoam-islands-b2f
zubat,seafoam-islands-b3f
zubat,seafoam-islands-b4f
zubat,johto-route-47-inside-cave
zubat,mt-moon-1f
zubat,mt-moon-2f
zubat,rock-tunnel-1f
zubat,rock-tunnel-b1f
zubat,kanto-route-3-area
zubat,kanto-route-4-area
zubat,kanto-route-9-area
zubat,kanto-route-10-area
zubat,tohjo-falls-area
zubat,mt-moon-b1f
zubat,mt-moon-b2f
zubat,rock-tunnel-b2f
zubat,kanto-victory-road-2-1f
zubat,kanto-victory-road-2-2f
zubat,kanto-victory-road-2-3f
zubat,meteor-falls-area
zubat,granite-cave-1f
zubat,granite-cave-b1f
zubat,granite-cave-b2f
zubat,granite-cave-1fsmall-room
zubat,seafloor-cavern-area
zubat,cave-of-origin-entrance
zubat,cave-of-origin-1f
zubat,cave-of-origin-b1f
zubat,cave-of-origin-b2f
zubat,cave-of-origin-b3f
zubat,hoenn-victory-road-1f
zubat,shoal-cave-area
zubat,shoal-cave-b1f
zubat,hoenn-altering-cave-a
zubat,icefall-cave-entrance
zubat,icefall-cave-1f
zubat,icefall-cave-b1f
zubat,icefall-cave-waterfall
zubat,lost-cave-room-1
zubat,lost-cave-room-2
zubat,lost-cave-room-3
zubat,lost-cave-room-4
zubat,lost-cave-room-5
zubat,lost-cave-room-6
zubat,lost-cave-room-7
zubat,lost-cave-room-8
zubat,lost-cave-room-9
zubat,lost-cave-room-10
zubat,lost-cave-item-rooms
zubat,kanto-altering-cave-a
zubat,castelia-sewers-area
zubat,castelia-sewers-unknown-area-38
zubat,connecting-cave-area
zubat,johto-safari-zone-zone-mountain
zubat,johto-safari-zone-zone-rocky-beach
zubat,johto-safari-zone-zone-savannah
zubat,digletts-tunnel-area
zubat,hauoli-cemetery-area
zubat,lush-jungle-east-cave
zubat,memorial-hill-area
zubat,sandy-cave-area
zubat,seaward-cave-area
zubat,ten-carat-hill-inside
zubat,verdant-cavern-trial-site
zubat,poke-pelago-poni-island-reached
zubat,poke-pelago-ulaula-island-reached
zubat,poke-pelago-elite-four-defeated
cherrim-overcast,unova-route-12-area
shellos-west,canalave-city-area
shellos-west,pastoria-city-area
shellos-west,valley-windworks-area
shellos-west,fuego-ironworks-area
shellos-west,sinnoh-route-205-south-towards-floaroma-town
shellos-west,sinnoh-route-205-east-towards-eterna-city
shellos-west,sinnoh-route-212-east-towards-pastoria-city
shellos-west,sinnoh-route-213-area
shellos-west,sinnoh-route-218-area
shellos-west,sinnoh-route-221-area
shellos-west,sinnoh-route-224-area
shellos-west,seafolk-village-main
gastrodon-west,canalave-city-area
gastrodon-west,pastoria-city-area
gastrodon-west,valley-windworks-area
gastrodon-west,fuego-ironworks-area
gastrodon-west,sinnoh-route-205-south-towards-floaroma-town
gastrodon-west,sinnoh-route-212-east-towards-pastoria-city
gastrodon-west,sinnoh-route-213-area
gastrodon-west,sinnoh-route-218-area
gastrodon-west,sinnoh-route-221-area
gastrodon-west,sinnoh-route-222-area
gastrodon-west,sinnoh-route-224-area
gastrodon-west,sinnoh-sea-route-230-area
gastrodon-west,ancient-poni-path-area
gastrodon-west,exeggutor-island-area
gastrodon-west,poni-breaker-coast-area
gastrodon-west,poni-wilds-area
ambipom,poni-plains-west
drifloon,valley-windworks-area
drifloon,kalos-route-8-area
drifloon,alola-route-1-trainers-school
drifloon,hauoli-cemetery-area
drifloon,trainers-school-area
drifblim,giant-chasm-outside
drifblim,unova-route-13-area
drifblim,unova-route-14-area
drifblim,reversal-mountain-unknown-area-48
drifblim,poke-pelago-poni-island-reached
drifblim,poke-pelago-ulaula-island-reached
drifblim,poke-pelago-elite-four-defeated
buneary,eterna-forest-area
buneary,kanto-route-25-area
buneary,castelia-city-area
buneary,alola-route-1-east
buneary,alola-route-1-west
buneary,poni-grove-area
lopunny,castelia-city-area
lopunny,poni-grove-area
mismagius,abundant-shrine-area
mismagius,poke-pelago-elite-four-defeated
golbat,mt-coronet-1f-route-207
golbat,mt-coronet-2f
golbat,mt-coronet-3f
golbat,mt-coronet-exterior-snowfall
golbat,mt-coronet-exterior-blizzard
golbat,mt-coronet-4f
golbat,mt-coronet-4f-small-room
golbat,mt-coronet-5f
golbat,mt-coronet-6f
golbat,mt-coronet-1f-from-exterior
golbat,mt-coronet-1f-route-216
golbat,mt-coronet-b1f
golbat,sinnoh-victory-road-1f
golbat,sinnoh-victory-road-2f
golbat,sinnoh-victory-road-b1f
golbat,sinnoh-victory-road-inside-b1f
golbat,sinnoh-victory-road-inside
golbat,sinnoh-victory-road-inside-exit
golbat,ravaged-path-area
golbat,oreburgh-gate-b1f
golbat,stark-mountain-area
golbat,stark-mountain-entrance
golbat,stark-mountain-inside
golbat,sendoff-spring-area
golbat,turnback-cave-pillar-1
golbat,turnback-cave-pillar-2
golbat,turnback-cave-pillar-3
golbat,turnback-cave-before-pillar-1
golbat,turnback-cave-between-pillars-1-and-2
golbat,turnback-cave-between-pillars-2-and-3
golbat,turnback-cave-after-pillar-3
golbat,snowpoint-temple-1f
golbat,snowpoint-temple-b1f
golbat,snowpoint-temple-b2f
golbat,snowpoint-temple-b3f
golbat,snowpoint-temple-b4f
golbat,snowpoint-temple-b5f
golbat,iron-island-1f
golbat,iron-island-b1f-left
golbat,iron-island-b1f-right
golbat,iron-island-b2f-right
golbat,iron-island-b2f-left
golbat,iron-island-b3f
golbat,lost-tower-3f
golbat,lost-tower-4f
golbat,lost-tower-5f
golbat,sinnoh-route-227-area
golbat,union-cave-b2f
golbat,slowpoke-well-b1f
golbat,whirl-islands-1f
golbat,whirl-islands-b1f
golbat,whirl-islands-b2f
golbat,whirl-islands-b3f
golbat,johto-route-42-area
golbat,mt-mortar-1f
golbat,mt-mortar-lower-cave
golbat,mt-mortar-upper-cave
golbat,mt-mortar-b1f
golbat,ice-path-1f
golbat,ice-path-b1f
golbat,ice-path-b2f
golbat,ice-path-b3f
golbat,dark-cave-blackthorn-city-entrance
golbat,seafoam-islands-1f
golbat,seafoam-islands-b1f
golbat,seafoam-islands-b2f
golbat,seafoam-islands-b3f
golbat,seafoam-islands-b4f
golbat,mt-silver-2f
golbat,mt-silver-1f-top
golbat,mt-silver-4f
golbat,johto-route-47-inside-cave
golbat,mt-silver-outside
golbat,mt-silver-1f
golbat,mt-silver-mountainside
golbat,mt-silver-3f
golbat,mt-silver-top
golbat,kanto-route-28-area
golbat,rock-tunnel-b1f
golbat,kanto-victory-road-1-1f
golbat,tohjo-falls-area
golbat,kanto-victory-road-1-2f
golbat,kanto-victory-road-1-3f
golbat,cerulean-cave-1f
golbat,cerulean-cave-2f
golbat,cerulean-cave-b1f
golbat,kanto-victory-road-2-1f
golbat,kanto-victory-road-2-2f
golbat,kanto-victory-road-2-3f
golbat,meteor-falls-back
golbat,meteor-falls-b1f
golbat,meteor-falls-backsmall-room
golbat,seafloor-cavern-area
golbat,cave-of-origin-entrance
golbat,cave-of-origin-1f
golbat,cave-of-origin-b1f
golbat,cave-of-origin-b2f
golbat,cave-of-origin-b3f
golbat,hoenn-victory-road-1f
golbat,hoenn-victory-road-b1f
golbat,hoenn-victory-road-b2f
golbat,shoal-cave-area
golbat,shoal-cave-b1f
golbat,sky-pillar-1f
golbat,sky-pillar-3f
golbat,sky-pillar-5f
golbat,icefall-cave-entrance
golbat,icefall-cave-1f
golbat,icefall-cave-b1f
golbat,icefall-cave-waterfall
golbat,lost-cave-room-1
golbat,lost-cave-room-2
golbat,lost-cave-room-3
golbat,lost-cave-room-4
golbat,lost-cave-room-5
golbat,lost-cave-room-6
golbat,lost-cave-room-7
golbat,lost-cave-room-8
golbat,lost-cave-room-9
golbat,lost-cave-room-10
golbat,lost-cave-item-rooms
golbat,dreamyard-area
golbat,dreamyard-b1f
golbat,giant-chasm-outside
golbat,giant-chasm-area
golbat,giant-chasm-forest-cave
golbat,celestial-tower-3f
golbat,celestial-tower-4f
golbat,celestial-tower-5f
golbat,unova-route-13-area
golbat,strange-house-1f
golbat,strange-house-b1f
golbat,johto-safari-zone-zone-mountain
golbat,johto-safari-zone-zone-savannah
golbat,digletts-tunnel-area
golbat,lush-jungle-east-cave
golbat,memorial-hill-area
golbat,mount-lanakila-cave
golbat,resolution-cave-area
golbat,thrifty-megamart-abandoned-site
golbat,vast-poni-canyon-inside
golbat,vast-poni-canyon-northwest
honchkrow,abundant-shrine-area
honchkrow,poke-pelago-elite-four-defeated
glameow,sinnoh-route-218-area
glameow,sinnoh-route-222-area
purugly,sinnoh-route-222-area
purugly,sinnoh-route-229-area
chingling,mt-coronet-1f-route-207
chingling,mt-coronet-2f
chingling,mt-coronet-3f
chingling,mt-coronet-exterior-snowfall
chingling,mt-coronet-exterior-blizzard
chingling,mt-coronet-4f
chingling,mt-coronet-4f-small-room
chingling,mt-coronet-5f
chingling,mt-coronet-1f-from-exterior
chingling,mt-coronet-1f-route-216
chingling,mt-coronet-1f-route-211
chingling,mt-coronet-b1f
chingling,sendoff-spring-area
chingling,turnback-cave-pillar-1
chingling,turnback-cave-before-pillar-1
chingling,turnback-cave-between-pillars-1-and-2
chingling,lake-valor-area
chingling,lake-acuity-area
chingling,sinnoh-route-211-west-towards-eterna-city
chingling,sinnoh-route-211-east-towards-celestic-town
chingling,union-cave-1f
chingling,union-cave-b1f
chingling,union-cave-b2f
chingling,slowpoke-well-1f
chingling,slowpoke-well-b1f
chingling,whirl-islands-1f
chingling,whirl-islands-b1f
chingling,whirl-islands-b2f
chingling,whirl-islands-b3f
chingling,mt-mortar-1f
chingling,mt-mortar-lower-cave
chingling,mt-mortar-upper-cave
chingling,mt-mortar-b1f
chingling,ice-path-1f
chingling,ice-path-b1f
chingling,ice-path-b2f
chingling,ice-path-b3f
chingling,dark-cave-violet-city-entrance
chingling,dark-cave-blackthorn-city-entrance
chingling,seafoam-islands-1f
chingling,seafoam-islands-b1f
chingling,seafoam-islands-b2f
chingling,seafoam-islands-b3f
chingling,seafoam-islands-b4f
chingling,mt-silver-2f
chingling,mt-silver-1f-top
chingling,mt-silver-4f
chingling,johto-route-47-inside-cave
chingling,mt-silver-1f
chingling,mt-silver-mountainside
chingling,mt-silver-3f
chingling,mt-silver-top
chingling,mt-moon-1f
chingling,mt-moon-2f
chingling,rock-tunnel-1f
chingling,rock-tunnel-b1f
chingling,kanto-victory-road-1-1f
chingling,tohjo-falls-area
chingling,digletts-cave-area
chingling,kanto-victory-road-1-2f
chingling,kanto-victory-road-1-3f
chingling,cerulean-cave-1f
chingling,cerulean-cave-2f
chingling,cerulean-cave-b1f
chingling,kalos-route-11-area
chingling,reflection-cave-unknown-area-305
chingling,reflection-cave-unknown-area-306
chingling,reflection-cave-unknown-area-307
chingling,reflection-cave-unknown-area-308
stunky,sinnoh-route-206-area
stunky,sinnoh-route-214-area
stunky,sinnoh-route-221-area
stunky,kalos-route-11-area
skuntank,sinnoh-route-221-area
skuntank,sinnoh-route-225-area
bronzor,mt-coronet-1f-route-207
bronzor,mt-coronet-2f
bronzor,mt-coronet-3f
bronzor,mt-coronet-1f-route-216
bronzor,mt-coronet-1f-route-211
bronzor,mt-coronet-b1f
bronzor,turnback-cave-pillar-1
bronzor,turnback-cave-pillar-2
bronzor,turnback-cave-pillar-3
bronzor,turnback-cave-before-pillar-1
bronzor,turnback-cave-between-pillars-1-and-2
bronzor,turnback-cave-between-pillars-2-and-3
bronzor,turnback-cave-after-pillar-3
bronzor,wayward-cave-1f
bronzor,wayward-cave-b1f
bronzor,sinnoh-route-206-area
bronzor,sinnoh-route-211-west-towards-eterna-city
bronzor,sinnoh-route-211-east-towards-celestic-town
bronzor,union-cave-1f
bronzor,union-cave-b1f
bronzor,union-cave-b2f
bronzor,slowpoke-well-1f
bronzor,slowpoke-well-b1f
bronzor,whirl-islands-1f
bronzor,whirl-islands-b1f
bronzor,whirl-islands-b2f
bronzor,whirl-islands-b3f
bronzor,mt-mortar-1f
bronzor,mt-mortar-lower-cave
bronzor,mt-mortar-upper-cave
bronzor,mt-mortar-b1f
bronzor,ice-path-1f
bronzor,ice-path-b1f
bronzor,ice-path-b2f
bronzor,ice-path-b3f
bronzor,dark-cave-violet-city-entrance
bronzor,dark-cave-blackthorn-city-entrance
bronzor,seafoam-islands-1f
bronzor,seafoam-islands-b1f
bronzor,seafoam-islands-b2f
bronzor,seafoam-islands-b3f
bronzor,seafoam-islands-b4f
bronzor,mt-silver-2f
bronzor,mt-silver-1f-top
bronzor,mt-silver-4f
bronzor,johto-route-47-inside-cave
bronzor,mt-silver-1f
bronzor,mt-silver-mountainside
bronzor,mt-silver-3f
bronzor,mt-silver-top
bronzor,mt-moon-1f
bronzor,mt-moon-2f
bronzor,rock-tunnel-1f
bronzor,rock-tunnel-b1f
bronzor,kanto-victory-road-1-1f
bronzor,tohjo-falls-area
bronzor,digletts-cave-area
bronzor,kanto-victory-road-1-2f
bronzor,kanto-victory-road-1-3f
bronzor,cerulean-cave-1f
bronzor,cerulean-cave-2f
bronzor,cerulean-cave-b1f
bronzor,abundant-shrine-area
bronzong,mt-coronet-2f
bronzong,mt-coronet-3f
bronzong,mt-coronet-exterior-snowfall
bronzong,mt-coronet-exterior-blizzard
bronzong,mt-coronet-4f
bronzong,mt-coronet-4f-small-room
bronzong,mt-coronet-5f
bronzong,mt-coronet-6f
bronzong,mt-coronet-1f-from-exterior
bronzong,turnback-cave-pillar-1
bronzong,turnback-cave-pillar-2
bronzong,turnback-cave-pillar-3
bronzong,turnback-cave-before-pillar-1
bronzong,turnback-cave-between-pillars-1-and-2
bronzong,turnback-cave-between-pillars-2-and-3
bronzong,turnback-cave-after-pillar-3
bronzong,abundant-shrine-area
bonsly,sinnoh-route-209-area
bonsly,sinnoh-route-210-south-towards-solaceon-town
bonsly,alola-route-1-south
bonsly,lush-jungle-north
bonsly,lush-jungle-south
bonsly,lush-jungle-west
mime-jr,sinnoh-route-209-area
mime-jr,sinnoh-route-210-south-towards-solaceon-town
mime-jr,hauoli-city-shopping-district
oddish,sinnoh-route-224-area
oddish,sinnoh-route-229-area
oddish,sinnoh-sea-route-230-area
oddish,ilex-forest-area
oddish,kanto-route-12-area
oddish,kanto-route-5-area
oddish,kanto-route-6-area
oddish,kanto-route-7-area
oddish,kanto-route-13-area
oddish,kanto-route-14-area
oddish,kanto-route-15-area
oddish,kanto-route-24-area
oddish,kanto-route-25-area
oddish,hoenn-route-110-area
oddish,hoenn-route-117-area
oddish,hoenn-route-119-area
oddish,hoenn-route-120-area
oddish,hoenn-route-121-area
oddish,hoenn-route-123-area
oddish,hoenn-safari-zone-nwmach-bike-area
oddish,hoenn-safari-zone-neacro-bike-area
oddish,hoenn-safari-zone-sw
oddish,hoenn-safari-zone-se
oddish,berry-forest-area
oddish,cape-brink-area
oddish,bond-bridge-area
oddish,water-path-area
oddish,kalos-route-6-area
oddish,johto-safari-zone-zone-marshland
happiny,hearthome-city-west-gate
happiny,nacrene-city-west-gate
happiny,alola-route-1-east
happiny,alola-route-1-south
happiny,alola-route-1-west
happiny,alola-route-4-area
happiny,alola-route-6-north
happiny,alola-route-6-south
happiny,blush-mountain-area
happiny,hauoli-city-shopping-district
happiny,lush-jungle-north
happiny,lush-jungle-south
happiny,lush-jungle-west
happiny,malie-city-main
happiny,mount-hokulani-east
happiny,mount-hokulani-west
happiny,poni-grove-area
happiny,seaward-cave-area
happiny,wela-volcano-park-area
chatot,sinnoh-route-213-area
chatot,sinnoh-route-218-area
chatot,sinnoh-route-222-area
chatot,sinnoh-route-224-area
chatot,sprout-tower-2f
chatot,sprout-tower-3f
chatot,burned-tower-1f
chatot,burned-tower-b1f
chatot,bell-tower-2f
chatot,bell-tower-3f
chatot,bell-tower-4f
chatot,bell-tower-5f
chatot,bell-tower-6f
chatot,bell-tower-7f
chatot,bell-tower-8f
chatot,bell-tower-9f
chatot,bell-tower-10f
chatot,kalos-route-12-area
chatot,azure-bay-area
spiritomb,sinnoh-route-209-area
spiritomb,sea-mauville-inside
gible,wayward-cave-b1f
gible,kalos-route-13-area
gible,floccesy-town-area
gabite,sinnoh-victory-road-1f
gabite,sinnoh-victory-road-2f
gabite,sinnoh-victory-road-b1f
gabite,sinnoh-victory-road-inside-b1f
gabite,sinnoh-victory-road-inside
